rse_licensee,rse_name,mysuper_product_name,lifecycle_stage_name,single_strategy_lifecycle_indicator,rse_net_assets_000,proportion_of_total_assets_in_mysuper,rse_total_accounts,strategic_growth_asset_allocation,5_year_net_investment_return_nir_p_a,5_year_nir_relative_to_simple_reference_portfolio_p_a,5_year_nir_relative_to_listed_saa_benchmark_portfolio_p_a,5_year_net_return_50_000_rep_member_p_a,3_year_net_investment_return_nir_p_a,3_year_nir_relative_to_simple_reference_portfolio_p_a,3_year_nir_relative_to_listed_saa_benchmark_portfolio_p_a,3_year_net_return_50_000_rep_member_p_a,administration_fees_disclosed_10_000_account_balance,administration_fees_disclosed_25_000_account_balance,administration_fees_disclosed_50_000_account_balance,administration_fees_disclosed_100_000_account_balance,administration_fees_disclosed_250_000_account_balance,total_fees_disclosed_10_000_account_balance,total_fees_disclosed_25_000_account_balance,total_fees_disclosed_50_000_account_balance,total_fees_disclosed_100_000_account_balance,total_fees_disclosed_250_000_account_balance,rse_adjusted_total_accounts_growth_rate_3_year_average,rse_net_cash_flow_ratio_3_year_average,rse_net_rollover_ratio_3_year_average
Colonial First State Investments Limited,Colonial First State FirstChoice Superannuation Trust,Colonial First State FirstChoice Superannuation Trust,FirstChoice Lifestage 1980-84,,,,,0.89,0.0834,-0.003,-0.001,0.0772,0.105,-0.0065,0.0019,0.0989,0.011,0.0074,0.0062,0.0056,0.0052,0.0156,0.012,0.0108,0.0102,0.0098,,,
Colonial First State Investments Limited,Colonial First State FirstChoice Superannuation Trust,Colonial First State FirstChoice Superannuation Trust,FirstChoice Lifestage 1975-79,,,,,0.89,0.0834,-0.0029,-0.001,0.0772,0.105,-0.0065,0.0019,0.0989,0.011,0.0074,0.0062,0.0056,0.0052,0.0157,0.0121,0.0109,0.0103,0.0099,,,
Colonial First State Investments Limited,Colonial First State FirstChoice Superannuation Trust,Colonial First State FirstChoice Superannuation Trust,FirstChoice Lifestage 1970-74,,,,,0.89,0.0839,-0.0025,-6.00E-04,0.0776,0.105,-0.0065,0.0019,0.0989,0.011,0.0074,0.0062,0.0056,0.0052,0.0157,0.0121,0.0109,0.0103,0.0099,,,
Colonial First State Investments Limited,Colonial First State FirstChoice Superannuation Trust,Colonial First State FirstChoice Superannuation Trust,FirstChoice Lifestage 1965-69,,,,,0.81,0.083,-0.0025,-3.00E-04,0.0768,0.1029,-0.0072,0.0016,0.0968,0.011,0.0074,0.0062,0.0056,0.0052,0.0159,0.0123,0.0111,0.0105,0.0101,,,
Colonial First State Investments Limited,Colonial First State FirstChoice Superannuation Trust,Colonial First State FirstChoice Superannuation Trust,FirstChoice Lifestage 1960-64,,,,,0.56,0.071,-0.0034,-0.0015,0.0648,0.0828,-0.0066,-3.00E-04,0.0767,0.011,0.0074,0.0062,0.0056,0.0052,0.0162,0.0126,0.0114,0.0108,0.0104,,,
Colonial First State Investments Limited,Colonial First State FirstChoice Superannuation Trust,Colonial First State FirstChoice Superannuation Trust,FirstChoice Lifestage 1955-59,,,,,0.41,0.0567,-0.0053,-8.00E-04,0.0505,0.0597,-0.0085,-0.0016,0.0536,0.011,0.0074,0.0062,0.0056,0.0052,0.0162,0.0126,0.0114,0.0108,0.0104,,,
Colonial First State Investments Limited,Colonial First State FirstChoice Superannuation Trust,Colonial First State FirstChoice Superannuation Trust,FirstChoice Lifestage 1950-54,,,,,0.41,0.0546,-0.0052,5.00E-04,0.0484,0.0574,-0.0085,-0.0018,0.0513,0.011,0.0074,0.0062,0.0056,0.0052,0.0162,0.0126,0.0114,0.0108,0.0104,,,
Colonial First State Investments Limited,Colonial First State FirstChoice Superannuation Trust,Colonial First State FirstChoice Superannuation Trust,FirstChoice Lifestage 1945-49,,,,,0.41,0.0551,-0.0047,0.001,0.0489,0.0575,-0.0084,-0.0017,0.0514,0.011,0.0074,0.0062,0.0056,0.0052,0.0162,0.0126,0.0114,0.0108,0.0104,,,
Colonial First State Investments Limited,Commonwealth Essential Super,Commonwealth Essential Super,,Lifecycle,3781219,0.92,272352,,,,,,,,,,,,,,,,,,,,0.2156,0.2316,0.0974
Colonial First State Investments Limited,Commonwealth Essential Super,Commonwealth Essential Super,LIFESTAGE 2000_04 OPTION,,,,,,,,,,,,,,0.0106,0.0063,0.0049,0.0042,0.0038,0.0153,0.011,0.0096,0.0089,0.0085,,,
Colonial First State Investments Limited,Commonwealth Essential Super,Commonwealth Essential Super,LIFESTAGE 1995_99 OPTION,,,,,,,,,,,,,,0.0106,0.0063,0.0049,0.0042,0.0038,0.0152,0.0109,0.0095,0.0088,0.0084,,,
Colonial First State Investments Limited,Commonwealth Essential Super,Commonwealth Essential Super,LIFESTAGE 1990_94 OPTION,,,,,0.89,0.082,-1.00E-04,-8.00E-04,0.0775,0.0928,-0.0112,-0.0027,0.0883,0.0106,0.0063,0.0049,0.0042,0.0038,0.0152,0.0109,0.0095,0.0088,0.0084,,,
Colonial First State Investments Limited,Commonwealth Essential Super,Commonwealth Essential Super,LIFESTAGE 1985_89 OPTION,,,,,,,,,,,,,,0.0106,0.0063,0.0049,0.0042,0.0038,0.0153,0.011,0.0096,0.0089,0.0085,,,
Colonial First State Investments Limited,Commonwealth Essential Super,Commonwealth Essential Super,LIFESTAGE 1980_84 OPTION,,,,,0.89,0.0818,-4.00E-04,-0.0011,0.0772,0.0925,-0.0115,-0.003,0.088,0.0106,0.0063,0.0049,0.0042,0.0038,0.0153,0.011,0.0096,0.0089,0.0085,,,
Colonial First State Investments Limited,Commonwealth Essential Super,Commonwealth Essential Super,LIFESTAGE 1975_79 OPTION,,,,,,,,,,,,,,0.0106,0.0063,0.0049,0.0042,0.0038,0.0157,0.0114,0.01,0.0093,0.0089,,,
Colonial First State Investments Limited,Commonwealth Essential Super,Commonwealth Essential Super,LIFESTAGE 1970_74 OPTION,,,,,0.89,0.0815,-6.00E-04,-0.0013,0.077,0.0922,-0.0118,-0.0033,0.0877,0.0106,0.0063,0.0049,0.0042,0.0038,0.0157,0.0114,0.01,0.0093,0.0089,,,
Colonial First State Investments Limited,Commonwealth Essential Super,Commonwealth Essential Super,LIFESTAGE 1965_69 OPTION,,,,,,,,,,,,,,0.0106,0.0063,0.0049,0.0042,0.0038,0.0159,0.0116,0.0102,0.0095,0.0091,,,
Colonial First State Investments Limited,Commonwealth Essential Super,Commonwealth Essential Super,LIFESTAGE 1960_64 OPTION,,,,,0.56,0.0704,-0.0028,-0.0029,0.0659,0.0753,-0.0116,-0.0039,0.0708,0.0106,0.0063,0.0049,0.0042,0.0038,0.0159,0.0116,0.0102,0.0095,0.0091,,,
Colonial First State Investments Limited,Commonwealth Essential Super,Commonwealth Essential Super,LIFESTAGE 1955_59 OPTION,,,,,,,,,,,,,,0.0106,0.0063,0.0049,0.0042,0.0038,0.016,0.0117,0.0103,0.0096,0.0092,,,
Colonial First State Investments Limited,Commonwealth Essential Super,Commonwealth Essential Super,LIFESTAGE 1950_54 OPTION,,,,,0.41,0.0538,-0.0064,-0.0026,0.0493,0.0548,-0.0107,-0.0034,0.0503,0.0106,0.0063,0.0049,0.0042,0.0038,0.016,0.0117,0.0103,0.0096,0.0092,,,
Colonial First State Investments Limited,Commonwealth Essential Super,Commonwealth Essential Super,LIFESTAGE 1945_49 OPTION,,,,,0.41,0.0546,-0.005,-7.00E-04,0.05,0.0555,-0.01,-0.0027,0.051,0.0106,0.0063,0.0049,0.0042,0.0038,0.0161,0.0118,0.0104,0.0097,0.0093,,,
Commonwealth Bank Officers Superannuation Corporation Pty Limited,Commonwealth Bank Group Super,Accumulate Plus Balanced,,Single strategy,12123771,0.64,73385,0.63,0.0679,-0.0043,-0.0097,0.065,0.0787,-0.0082,-0.0043,0.076,0.0095,0.0048,0.0033,0.0025,0.002,0.0145,0.0098,0.0083,0.0075,0.007,6.00E-04,-0.0015,-0.0096
Commonwealth Superannuation Corporation,Australian Defence Force Superannuation Scheme,ADF MySuper,,Single strategy,282938,0.86,15789,0.62,,,,,0.0877,0.0019,0.0088,0.0867,0.0084,0.0034,0.0017,8.00E-04,3.00E-04,0.0193,0.0143,0.0126,0.0117,0.0112,0.6807,0.9212,0.2315
Commonwealth Superannuation Corporation,Public Sector Superannuation Accumulation Plan,PSSap MySuper Balanced,,Single strategy,14504909,0.83,140419,0.62,0.0802,0.0089,0.0044,0.0793,0.0879,0.002,0.009,0.0869,0.0084,0.0034,0.0017,8.00E-04,3.00E-04,0.0187,0.0137,0.012,0.0111,0.0106,0.0131,0.086,0.0055
CSF Pty Limited,MyLifeMyMoney Superannuation Fund,MyCatholicSuper,,Lifecycle,9987227,0.6,75648,,,,,,,,,,,,,,,,,,,,0.011,0.0187,0.0113
CSF Pty Limited,MyLifeMyMoney Superannuation Fund,MyCatholicSuper,Aggressive(MySuper),,,,,,,,,,,,,,0.0112,0.0055,0.0037,0.0027,0.0022,0.0212,0.0155,0.0137,0.0127,0.0122,,,
CSF Pty Limited,MyLifeMyMoney Superannuation Fund,MyCatholicSuper,Age 51,,,,,,,,,,,,,,0.0112,0.0055,0.0037,0.0027,0.0022,0.0208,0.0152,0.0133,0.0124,0.0118,,,
CSF Pty Limited,MyLifeMyMoney Superannuation Fund,MyCatholicSuper,Age 52,,,,,,,,,,,,,,0.0112,0.0055,0.0037,0.0027,0.0022,0.0204,0.0148,0.0129,0.012,0.0114,,,
CSF Pty Limited,MyLifeMyMoney Superannuation Fund,MyCatholicSuper,Balanced (MySuper),,,,,0.78,0.084,0.0039,-6.00E-04,0.0829,0.0883,-0.0122,-0.0063,0.0875,0.0112,0.0055,0.0037,0.0027,0.0022,0.0201,0.0144,0.0126,0.0116,0.0111,,,
Diversa Trustees Limited,LESF Super,LESF MySuper,,Single strategy,232032,0.66,28555,0.7,0.0694,-0.0067,-0.0095,0.0623,0.0939,3.00E-04,-9.00E-04,0.0868,0.0083,0.0083,0.0083,0.0083,0.0083,0.0129,0.0129,0.0129,0.0129,0.0129,0.1212,0.0138,0.0259
Diversa Trustees Limited,Smartsave 'Member's Choice' Superannuation Master Plan,SmartSave MySuper Balanced,,Single strategy,187831,0.21,6523,0.7,0.0676,8.00E-04,-0.0024,0.0615,0.0745,-0.0032,-0.0047,0.0693,0.0126,0.0081,0.0066,0.0059,0.0054,0.0172,0.0127,0.0112,0.0105,0.01,-0.0528,-0.0785,-0.0929
Electricity Supply Industry Superannuation (QLD) Ltd,Energy Super,MySuper,,Single strategy,7806015,0.32,48422,0.82,0.0816,0.0018,-4.00E-04,0.0783,0.0885,-0.0113,-0.0039,0.0852,0.007,0.0039,0.0028,0.0023,0.002,0.0141,0.011,0.0099,0.0094,0.0091,0.0049,0.0049,-0.0049
Energy Industries Superannuation Scheme Pty Ltd,Energy Industries Superannuation Scheme-Pool A,MySuper Conservative Balanced,,Single strategy,3850088,0.37,19440,0.65,0.0619,-0.0083,-0.0117,0.0579,0.0687,-0.0149,-0.0127,0.0647,0.0039,0.0039,0.0039,0.0039,0.0039,0.0084,0.0084,0.0084,0.0084,0.0084,0.0237,0.0193,0.0167
Equipsuper Pty Ltd,equipsuper,Equipsuper MySuper,,Single strategy,15726503,0.42,72845,0.72,0.0791,0.0083,0.007,0.0767,0.0883,0.0043,0.0118,0.0857,0.0077,0.0046,0.0035,0.003,0.0027,0.0138,0.0107,0.0096,0.0091,0.0088,-0.0204,-0.0077,-0.0247
Equity Trustees Superannuation Limited,AMG Super,AMG MySuper,,Single strategy,1221394,0.39,26631,0.7,0.0699,-0.0061,-0.0125,0.0635,0.0762,-0.0173,-0.0148,0.0702,0.0121,0.0082,0.0069,0.0063,0.0059,0.0156,0.0117,0.0104,0.0098,0.0094,-0.0107,0.0827,0.0513
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,,Lifecycle,5298938,0.82,183662,,,,,,,,,,,,,,,,,,,,0.0858,-0.0422,-0.0393
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper Under 35,,,,,0.87,0.0983,0.007,0.0022,0.0924,0.1171,-0.0033,5.00E-04,0.1111,0.0145,0.009,0.0071,0.0062,0.0057,0.017,0.0115,0.0097,0.0087,0.0082,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper36,,,,,0.86,0.0983,0.0069,0.0022,0.0923,0.117,-0.0034,4.00E-04,0.111,0.0145,0.009,0.0071,0.0062,0.0057,0.017,0.0115,0.0097,0.0087,0.0082,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper37,,,,,0.85,0.0982,0.0069,0.0021,0.0923,0.1169,-0.0034,3.00E-04,0.1109,0.0145,0.009,0.0071,0.0062,0.0057,0.017,0.0115,0.0097,0.0087,0.0082,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper38,,,,,0.84,0.0982,0.0069,0.0021,0.0922,0.1168,-0.0034,3.00E-04,0.1108,0.0145,0.009,0.0071,0.0062,0.0057,0.017,0.0115,0.0097,0.0088,0.0082,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper39,,,,,0.83,0.0981,0.0069,0.0021,0.0921,0.1167,-0.0034,3.00E-04,0.1107,0.0145,0.009,0.0071,0.0062,0.0057,0.017,0.0115,0.0097,0.0088,0.0082,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper40,,,,,0.82,0.098,0.0069,0.0021,0.0921,0.1166,-0.0034,3.00E-04,0.1106,0.0145,0.009,0.0071,0.0062,0.0057,0.017,0.0115,0.0097,0.0088,0.0082,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper41,,,,,0.81,0.0979,0.0068,0.0021,0.092,0.1164,-0.0035,3.00E-04,0.1104,0.0145,0.009,0.0071,0.0062,0.0057,0.017,0.0115,0.0097,0.0088,0.0082,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper42,,,,,0.8,0.0979,0.0068,0.0021,0.0919,0.1163,-0.0035,3.00E-04,0.1103,0.0145,0.009,0.0071,0.0062,0.0057,0.017,0.0115,0.0097,0.0088,0.0082,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper43,,,,,0.79,0.0956,0.0056,0.0012,0.0896,0.1132,-0.0047,-0.0012,0.1072,0.0145,0.009,0.0071,0.0062,0.0057,0.017,0.0115,0.0097,0.0088,0.0082,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper44,,,,,0.78,0.0933,0.0054,0.0012,0.0873,0.11,-0.0041,-9.00E-04,0.104,0.0145,0.009,0.0071,0.0062,0.0057,0.017,0.0115,0.0097,0.0088,0.0082,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper45,,,,,0.77,0.091,0.0053,0.0014,0.0851,0.1069,-0.0035,-5.00E-04,0.1009,0.0145,0.009,0.0071,0.0062,0.0057,0.017,0.0115,0.0097,0.0088,0.0082,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper46,,,,,0.76,0.0887,0.0051,0.0014,0.0827,0.1037,-0.0029,-2.00E-04,0.0977,0.0145,0.009,0.0071,0.0062,0.0057,0.017,0.0115,0.0097,0.0088,0.0082,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper47,,,,,0.75,0.0864,0.005,0.0015,0.0804,0.1006,-0.0023,1.00E-04,0.0946,0.0145,0.009,0.0071,0.0062,0.0057,0.017,0.0115,0.0097,0.0088,0.0082,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper48,,,,,0.73,0.0841,0.0048,0.0017,0.0781,0.0974,-0.0017,4.00E-04,0.0914,0.0145,0.009,0.0071,0.0062,0.0057,0.017,0.0115,0.0097,0.0088,0.0082,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper49,,,,,0.72,0.0818,0.0046,0.0017,0.0758,0.0943,-0.0012,7.00E-04,0.0883,0.0145,0.009,0.0071,0.0062,0.0057,0.017,0.0115,0.0097,0.0088,0.0082,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper50,,,,,0.71,0.0795,0.0045,0.0018,0.0735,0.0911,-7.00E-04,0.001,0.0851,0.0145,0.009,0.0071,0.0062,0.0057,0.017,0.0115,0.0097,0.0088,0.0082,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper51,,,,,0.69,0.0771,0.0043,0.0019,0.0711,0.0879,-2.00E-04,0.0012,0.0819,0.0145,0.009,0.0071,0.0062,0.0057,0.017,0.0115,0.0097,0.0088,0.0083,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper52,,,,,0.68,0.0747,0.0041,0.0019,0.0688,0.0847,3.00E-04,0.0014,0.0787,0.0145,0.009,0.0071,0.0062,0.0057,0.017,0.0116,0.0097,0.0088,0.0083,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper53,,,,,0.66,0.0724,0.0039,0.002,0.0664,0.0815,8.00E-04,0.0017,0.0755,0.0145,0.009,0.0071,0.0062,0.0057,0.017,0.0116,0.0097,0.0088,0.0083,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper54,,,,,0.65,0.07,0.0037,0.002,0.064,0.0782,0.0013,0.0019,0.0722,0.0145,0.009,0.0071,0.0062,0.0057,0.0171,0.0116,0.0097,0.0088,0.0083,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper55,,,,,0.63,0.0677,0.0035,0.0021,0.0617,0.075,0.0017,0.0021,0.069,0.0145,0.009,0.0071,0.0062,0.0057,0.0171,0.0116,0.0097,0.0088,0.0083,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper56,,,,,0.61,0.0652,0.0033,0.0021,0.0593,0.0717,0.0022,0.0023,0.0657,0.0145,0.009,0.0071,0.0062,0.0057,0.0171,0.0116,0.0097,0.0088,0.0083,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper57,,,,,0.6,0.0628,0.0031,0.0021,0.0569,0.0684,0.0026,0.0024,0.0624,0.0145,0.009,0.0071,0.0062,0.0057,0.0171,0.0116,0.0097,0.0088,0.0083,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper58,,,,,0.57,0.0604,0.0029,0.0022,0.0545,0.0652,0.003,0.0026,0.0592,0.0145,0.009,0.0071,0.0062,0.0057,0.0171,0.0116,0.0098,0.0088,0.0083,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper59,,,,,0.55,0.058,0.0026,0.0022,0.052,0.0618,0.0033,0.0027,0.0558,0.0145,0.009,0.0071,0.0062,0.0057,0.0171,0.0116,0.0098,0.0088,0.0083,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper60,,,,,0.53,0.0555,0.0024,0.0022,0.0496,0.0585,0.0036,0.0027,0.0525,0.0145,0.009,0.0071,0.0062,0.0057,0.0171,0.0116,0.0098,0.0089,0.0083,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper61,,,,,0.51,0.053,0.0021,0.0021,0.0471,0.0551,0.0039,0.0028,0.0491,0.0145,0.009,0.0071,0.0062,0.0057,0.0171,0.0116,0.0098,0.0089,0.0083,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper62,,,,,0.48,0.0505,0.0019,0.0021,0.0446,0.0517,0.0042,0.0028,0.0457,0.0145,0.009,0.0071,0.0062,0.0057,0.0171,0.0116,0.0098,0.0089,0.0083,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper63,,,,,0.45,0.048,0.0015,0.002,0.0421,0.0483,0.0044,0.0027,0.0423,0.0145,0.009,0.0071,0.0062,0.0057,0.0171,0.0116,0.0098,0.0089,0.0083,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper64,,,,,0.42,0.0454,0.0013,0.002,0.0395,0.0448,0.0048,0.0029,0.0388,0.0145,0.009,0.0071,0.0062,0.0057,0.0171,0.0116,0.0098,0.0089,0.0083,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper65,,,,,0.39,0.0429,0.0012,0.0021,0.037,0.0413,0.0052,0.003,0.0353,0.0145,0.009,0.0071,0.0062,0.0057,0.0171,0.0116,0.0098,0.0089,0.0083,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper66,,,,,0.38,0.0405,0.001,0.0021,0.0345,0.038,0.0056,0.0031,0.032,0.0145,0.009,0.0071,0.0062,0.0057,0.0171,0.0116,0.0098,0.0089,0.0083,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper67,,,,,0.37,0.0381,-0.0015,-1.00E-04,0.0321,0.0348,0.0022,-5.00E-04,0.0288,0.0145,0.009,0.0071,0.0062,0.0057,0.0171,0.0116,0.0098,0.0089,0.0084,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper68,,,,,0.36,0.038,-0.0015,-2.00E-04,0.032,0.0347,0.0022,-5.00E-04,0.0287,0.0145,0.009,0.0071,0.0062,0.0057,0.0171,0.0117,0.0098,0.0089,0.0084,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper69,,,,,0.35,0.0379,-0.0015,-2.00E-04,0.032,0.0346,0.0022,-5.00E-04,0.0286,0.0145,0.009,0.0071,0.0062,0.0057,0.0171,0.0117,0.0098,0.0089,0.0084,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper70,,,,,0.34,0.0378,-0.0015,-2.00E-04,0.0319,0.0344,0.0021,-5.00E-04,0.0284,0.0145,0.009,0.0071,0.0062,0.0057,0.0172,0.0117,0.0098,0.0089,0.0084,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper71,,,,,0.33,0.0378,-0.0015,-2.00E-04,0.0318,0.0343,0.0022,-5.00E-04,0.0283,0.0145,0.009,0.0071,0.0062,0.0057,0.0172,0.0117,0.0098,0.0089,0.0084,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper72,,,,,0.32,0.0377,-0.0015,-1.00E-04,0.0317,0.0342,0.0022,-5.00E-04,0.0282,0.0145,0.009,0.0071,0.0062,0.0057,0.0172,0.0117,0.0098,0.0089,0.0084,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper73,,,,,0.31,0.0376,-0.0015,-1.00E-04,0.0317,0.034,0.0022,-5.00E-04,0.0281,0.0145,0.009,0.0071,0.0062,0.0057,0.0172,0.0117,0.0098,0.0089,0.0084,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper74,,,,,0.3,0.0375,-0.0015,-2.00E-04,0.0316,0.0339,0.0022,-5.00E-04,0.0279,0.0145,0.009,0.0071,0.0062,0.0057,0.0172,0.0117,0.0098,0.0089,0.0084,,,
Equity Trustees Superannuation Limited,AON Master Trust,Aon MySuper,Aon MySuper Over 75,,,,,0.29,0.0375,-0.0014,-1.00E-04,0.0315,0.0338,0.0023,-5.00E-04,0.0278,0.0145,0.009,0.0071,0.0062,0.0057,0.0171,0.0116,0.0098,0.0089,0.0083,,,
First Super Pty Limited,First Super,First Super MySuper,,Single strategy,3192705,0.87,51640,0.61,0.0868,0.0162,0.0086,0.0838,0.0961,0.0109,0.0122,0.0931,0.0178,0.0074,0.004,0.0022,0.0012,0.0302,0.0198,0.0164,0.0146,0.0136,-0.0612,0.0084,-0.0114
FSS Trustee Corporation,First State Superannuation Scheme,First State Super MySuper Lifecycle,,Lifecycle,96950303,0.78,861118,,,,,,,,,,,,,,,,,,,,0.0142,0.0276,-0.0117
FSS Trustee Corporation,First State Superannuation Scheme,First State Super MySuper Lifecycle,Diversified,,,,,0.7,0.083,0.0065,0.0057,0.0805,0.1009,0.007,0.0161,0.0984,0.0067,0.0036,0.0025,0.002,0.0017,0.0143,0.0112,0.0101,0.0096,0.0093,,,
FSS Trustee Corporation,First State Superannuation Scheme,First State Super MySuper Lifecycle,Balanced,,,,,0.51,0.0712,0.0046,0.0044,0.0686,0.083,0.006,0.0151,0.0804,0.0067,0.0036,0.0025,0.002,0.0017,0.0147,0.0116,0.0105,0.01,0.0097,,,
Guild Trustee Services Pty. Limited,Guild Retirement Fund,Guild Retirement Fund (MySuper),,Lifecycle,1972417,0.7,82232,,,,,,,,,,,,,,,,,,,,0.0332,0.0484,-0.0367
Guild Trustee Services Pty. Limited,Guild Retirement Fund,Guild Retirement Fund (MySuper),Building,,,,,0.93,0.0888,-3.00E-04,-0.0018,0.0856,0.1066,-0.0097,-0.0034,0.1035,0.011,0.0053,0.0034,0.0025,0.0019,0.0216,0.0159,0.014,0.0131,0.0125,,,
Guild Trustee Services Pty. Limited,Guild Retirement Fund,Guild Retirement Fund (MySuper),Growing,,,,,0.74,0.0747,-0.0026,-0.0029,0.0714,0.089,-0.0067,-0.0013,0.0859,0.011,0.0053,0.0034,0.0025,0.0019,0.0205,0.0148,0.0129,0.012,0.0114,,,
Guild Trustee Services Pty. Limited,Guild Retirement Fund,Guild Retirement Fund (MySuper),Consolidating,,,,,0.62,0.0631,-0.0039,-0.0027,0.0599,0.0734,-0.0047,-0.001,0.0703,0.011,0.0053,0.0034,0.0025,0.0019,0.0194,0.0137,0.0118,0.0109,0.0103,,,
H.E.S.T. Australia Ltd.,Health Employees Superannuation Trust Australia,Core Pool,,Single strategy,52149770,0.77,858438,0.75,0.0835,0.004,-5.00E-04,0.0817,0.0957,-0.0035,0.0011,0.0939,0.0073,0.0034,0.0021,0.0015,0.0011,0.0155,0.0116,0.0103,0.0097,0.0093,0.0098,0.0419,-0.0051
Host-Plus Pty. Limited,HOSTPLUS Superannuation Fund,Balanced option,,Single strategy,45023386,0.79,1193243,0.93,0.0965,0.0091,0.005,0.095,0.108,-0.0053,0.0069,0.1064,0.0078,0.0031,0.0016,8.00E-04,3.00E-04,0.0184,0.0137,0.0122,0.0114,0.0109,0.0692,0.1812,0.1168
I.O.O.F. Investment Management Limited,IOOF Portfolio Service Superannuation Fund,IOOF MySuper,,Single strategy,29526204,0.11,301878,0.66,0.0791,0.0044,-0.0029,0.0741,0.0855,-0.0057,-0.0041,0.0805,0.0152,0.0082,0.0058,0.0047,0.004,0.022,0.015,0.0126,0.0115,0.0108,-0.0779,8.00E-04,0.0134
IAG & NRMA Superannuation Pty Ltd,IAG & NRMA Superannuation Plan,MySuper,,Single strategy,2225592,0.74,14225,0.7,0.0711,-0.0048,-0.0083,0.0674,0.0822,-0.0114,-0.0073,0.0789,0.0159,0.0069,0.0039,0.0024,0.0015,0.0252,0.0162,0.0132,0.0117,0.0108,-0.0304,-0.0033,-0.032
IS INDUSTRY FUND PTY LTD,Intrust Super Fund,Intrust MySuper,,Single strategy,2808312,0.72,120554,0.73,0.0847,0.0077,-2.00E-04,0.082,0.0933,-0.0019,-0.0015,0.0907,0.0108,0.0061,0.0046,0.0038,0.0033,0.0189,0.0142,0.0127,0.0119,0.0114,-8.00E-04,0.0329,-0.0125
L.U.C.R.F. Pty. Ltd.,Labour Union Co-Operative Retirement Fund,MySuper Balanced,,Single strategy,6742593,0.8,131621,0.71,0.0711,-0.0077,-0.0136,0.0689,0.0845,-0.0136,-0.0084,0.0817,0.0113,0.0058,0.0039,0.003,0.002,0.0175,0.012,0.0101,0.0092,0.0082,-0.0766,0.0153,-0.0091
